"Period","Indikator","value"
"2007M11","Barometerindikatorn",107.3
"2007M12","Barometerindikatorn",107.3
"2008M01","Barometerindikatorn",103.3
"2008M02","Barometerindikatorn",101
"2008M03","Barometerindikatorn",103.3
"2008M04","Barometerindikatorn",102.4
"2008M05","Barometerindikatorn",96.4
"2008M06","Barometerindikatorn",93.9
"2008M07","Barometerindikatorn",89.5
"2008M08","Barometerindikatorn",87.1
"2008M09","Barometerindikatorn",88.4
"2008M10","Barometerindikatorn",82.4
"2008M11","Barometerindikatorn",73.8
"2008M12","Barometerindikatorn",71
"2009M01","Barometerindikatorn",73.1
"2009M02","Barometerindikatorn",72.7
"2009M03","Barometerindikatorn",69.1
"2009M04","Barometerindikatorn",69.4
"2009M05","Barometerindikatorn",74.7
"2009M06","Barometerindikatorn",76.7
"2009M07","Barometerindikatorn",83.9
"2009M08","Barometerindikatorn",87.5
"2009M09","Barometerindikatorn",89
"2009M10","Barometerindikatorn",94.4
"2009M11","Barometerindikatorn",97.1
"2009M12","Barometerindikatorn",102.3
"2010M01","Barometerindikatorn",102.5
"2010M02","Barometerindikatorn",106.1
"2010M03","Barometerindikatorn",104.8
"2010M04","Barometerindikatorn",103.8
"2010M05","Barometerindikatorn",108.6
"2010M06","Barometerindikatorn",110.3
"2010M07","Barometerindikatorn",109.3
"2010M08","Barometerindikatorn",110.3
"2010M09","Barometerindikatorn",115.2
"2010M10","Barometerindikatorn",113.1
"2010M11","Barometerindikatorn",116
"2010M12","Barometerindikatorn",113.9
"2011M01","Barometerindikatorn",115.7
"2011M02","Barometerindikatorn",115.4
"2011M03","Barometerindikatorn",111.8
"2011M04","Barometerindikatorn",108.6
"2011M05","Barometerindikatorn",110.2
"2011M06","Barometerindikatorn",107.8
"2011M07","Barometerindikatorn",102.4
"2011M08","Barometerindikatorn",98.6
"2011M09","Barometerindikatorn",96.5
"2011M10","Barometerindikatorn",95.8
"2011M11","Barometerindikatorn",95.1
"2011M12","Barometerindikatorn",93.8
"2012M01","Barometerindikatorn",90.7
"2012M02","Barometerindikatorn",91.7
"2012M03","Barometerindikatorn",99.4
"2012M04","Barometerindikatorn",100.6
"2012M05","Barometerindikatorn",99.2
"2012M06","Barometerindikatorn",96.6
"2012M07","Barometerindikatorn",94.6
"2012M08","Barometerindikatorn",94.8
"2012M09","Barometerindikatorn",95.3
"2012M10","Barometerindikatorn",91.1
"2012M11","Barometerindikatorn",85.6
"2012M12","Barometerindikatorn",87.4
"2013M01","Barometerindikatorn",87.4
"2013M02","Barometerindikatorn",92.8
"2013M03","Barometerindikatorn",94.1
"2013M04","Barometerindikatorn",93.1
"2013M05","Barometerindikatorn",92.8
"2013M06","Barometerindikatorn",95.3
"2013M07","Barometerindikatorn",97.2
"2013M08","Barometerindikatorn",97.7
"2013M09","Barometerindikatorn",98.8
"2013M10","Barometerindikatorn",99.6
"2013M11","Barometerindikatorn",102.5
"2013M12","Barometerindikatorn",102.2
"2014M01","Barometerindikatorn",103.7
"2014M02","Barometerindikatorn",101.4
"2014M03","Barometerindikatorn",101.1
"2014M04","Barometerindikatorn",103
"2014M05","Barometerindikatorn",100.6
"2014M06","Barometerindikatorn",102.4
"2014M07","Barometerindikatorn",102.3
"2014M08","Barometerindikatorn",103.6
"2014M09","Barometerindikatorn",102.1
"2014M10","Barometerindikatorn",102.5
"2014M11","Barometerindikatorn",101.6
"2014M12","Barometerindikatorn",102.1
"2015M01","Barometerindikatorn",101.9
"2015M02","Barometerindikatorn",101.9
"2015M03","Barometerindikatorn",101.3
"2015M04","Barometerindikatorn",100.1
"2015M05","Barometerindikatorn",103.1
"2015M06","Barometerindikatorn",102.7
"2015M07","Barometerindikatorn",103.6
"2015M08","Barometerindikatorn",105.2
"2015M09","Barometerindikatorn",106.9
"2015M10","Barometerindikatorn",106
"2015M11","Barometerindikatorn",104.4
"2015M12","Barometerindikatorn",105.9
"2016M01","Barometerindikatorn",108.4
"2016M02","Barometerindikatorn",105.5
"2016M03","Barometerindikatorn",105.3
"2016M04","Barometerindikatorn",103
"2016M05","Barometerindikatorn",102.7
"2016M06","Barometerindikatorn",103.3
"2016M07","Barometerindikatorn",102.6
"2016M08","Barometerindikatorn",101.3
"2016M09","Barometerindikatorn",103.7
"2016M10","Barometerindikatorn",105
"2016M11","Barometerindikatorn",107.1
"2016M12","Barometerindikatorn",110.5
"2017M01","Barometerindikatorn",109.1
"2017M02","Barometerindikatorn",109.4
"2017M03","Barometerindikatorn",108.4
"2017M04","Barometerindikatorn",111.2
"2017M05","Barometerindikatorn",112.1
"2017M06","Barometerindikatorn",112.1
"2017M07","Barometerindikatorn",111.3
"2017M08","Barometerindikatorn",109.7
"2017M09","Barometerindikatorn",112.6
"2017M10","Barometerindikatorn",111.7
"2017M11","Barometerindikatorn",112.1
"2017M12","Barometerindikatorn",110.2
"2018M01","Barometerindikatorn",109
"2018M02","Barometerindikatorn",109
"2018M03","Barometerindikatorn",109.6
"2018M04","Barometerindikatorn",111
"2018M05","Barometerindikatorn",110.5
"2018M06","Barometerindikatorn",110.6
"2018M07","Barometerindikatorn",110.2
"2018M08","Barometerindikatorn",110.8
"2018M09","Barometerindikatorn",110.4
"2018M10","Barometerindikatorn",106.8
"2018M11","Barometerindikatorn",105.6
"2018M12","Barometerindikatorn",105.8
"2019M01","Barometerindikatorn",101.9
"2019M02","Barometerindikatorn",102.8
"2019M03","Barometerindikatorn",102.9
"2019M04","Barometerindikatorn",104.9
"2019M05","Barometerindikatorn",101.8
"2019M06","Barometerindikatorn",100.6
"2019M07","Barometerindikatorn",98.5
"2019M08","Barometerindikatorn",95.4
"2019M09","Barometerindikatorn",93.9
"2019M10","Barometerindikatorn",93.5
"2019M11","Barometerindikatorn",94.7
"2019M12","Barometerindikatorn",94.3
"2020M01","Barometerindikatorn",97.4
"2020M02","Barometerindikatorn",99.4
"2020M03","Barometerindikatorn",93.9
"2020M04","Barometerindikatorn",60.9
"2020M05","Barometerindikatorn",64.3
"2020M06","Barometerindikatorn",75.8
"2020M07","Barometerindikatorn",84.9
"2020M08","Barometerindikatorn",87.6
"2020M09","Barometerindikatorn",94.6
"2020M10","Barometerindikatorn",95.8
"2020M11","Barometerindikatorn",97.8
"2020M12","Barometerindikatorn",97.2
"2021M01","Barometerindikatorn",103
"2021M02","Barometerindikatorn",104.6
"2021M03","Barometerindikatorn",105.8
"2021M04","Barometerindikatorn",112.6
"2021M05","Barometerindikatorn",116.8
"2021M06","Barometerindikatorn",117.1
"2021M07","Barometerindikatorn",120.8
"2021M08","Barometerindikatorn",119.9
"2021M09","Barometerindikatorn",119.9
"2021M10","Barometerindikatorn",122.5
"2021M11","Barometerindikatorn",120.6
"2021M12","Barometerindikatorn",120.2
"2022M01","Barometerindikatorn",114.3
"2022M02","Barometerindikatorn",115.7
"2022M03","Barometerindikatorn",113
"2022M04","Barometerindikatorn",110.7
"2022M05","Barometerindikatorn",110.1
"2022M06","Barometerindikatorn",105.2
"2022M07","Barometerindikatorn",103.5
"2022M08","Barometerindikatorn",99.6
"2022M09","Barometerindikatorn",94.5
"2022M10","Barometerindikatorn",90.4
"2022M11","Barometerindikatorn",89.9
"2022M12","Barometerindikatorn",89.7
"2023M01","Barometerindikatorn",87.2
"2023M02","Barometerindikatorn",88.6
"2023M03","Barometerindikatorn",89.3
"2023M04","Barometerindikatorn",87.1
"2023M05","Barometerindikatorn",89
"2023M06","Barometerindikatorn",88.8
"2023M07","Barometerindikatorn",87.4
"2023M08","Barometerindikatorn",86
"2023M09","Barometerindikatorn",87.5
"2023M10","Barometerindikatorn",87.3
"2023M11","Barometerindikatorn",86.6
"2023M12","Barometerindikatorn",85.4
"2024M01","Barometerindikatorn",91.2
"2024M02","Barometerindikatorn",91
"2024M03","Barometerindikatorn",93.2
"2024M04","Barometerindikatorn",94.8
"2024M05","Barometerindikatorn",93.9
"2024M06","Barometerindikatorn",96
"2024M07","Barometerindikatorn",94.6
"2024M08","Barometerindikatorn",94.6
"2024M09","Barometerindikatorn",94.8
"2024M10","Barometerindikatorn",93.8
"2024M11","Barometerindikatorn",97.5
"2024M12","Barometerindikatorn",97.6
"2025M01","Barometerindikatorn",97.1
"2025M02","Barometerindikatorn",96.7
"2025M03","Barometerindikatorn",95.2
"1996M01","Totala näringslivet",NA
"1996M02","Totala näringslivet",NA
"1996M03","Totala näringslivet",NA
"1996M04","Totala näringslivet",NA
"1996M05","Totala näringslivet",NA
"1996M06","Totala näringslivet",NA
"1996M07","Totala näringslivet",86.2
"1996M08","Totala näringslivet",87.5
"1996M09","Totala näringslivet",88.2
"1996M10","Totala näringslivet",91.3
"1996M11","Totala näringslivet",91.8
"1996M12","Totala näringslivet",90.9
"1997M01","Totala näringslivet",94.6
"1997M02","Totala näringslivet",93.8
"1997M03","Totala näringslivet",96.8
"1997M04","Totala näringslivet",96.1
"1997M05","Totala näringslivet",94.4
"1997M06","Totala näringslivet",95.8
"1997M07","Totala näringslivet",99.2
"1997M08","Totala näringslivet",98.8
"1997M09","Totala näringslivet",101.5
"1997M10","Totala näringslivet",102.3
"1997M11","Totala näringslivet",102.6
"1997M12","Totala näringslivet",103.3
"1998M01","Totala näringslivet",105.3
"1998M02","Totala näringslivet",102.8
"1998M03","Totala näringslivet",103.3
"1998M04","Totala näringslivet",100
"1998M05","Totala näringslivet",102.7
"1998M06","Totala näringslivet",105
"1998M07","Totala näringslivet",103.6
"1998M08","Totala näringslivet",98.9
"1998M09","Totala näringslivet",99
"1998M10","Totala näringslivet",98.1
"1998M11","Totala näringslivet",96.3
"1998M12","Totala näringslivet",94.6
"1999M01","Totala näringslivet",91.9
"1999M02","Totala näringslivet",92.2
"1999M03","Totala näringslivet",90.8
"1999M04","Totala näringslivet",91.7
"1999M05","Totala näringslivet",98.7
"1999M06","Totala näringslivet",99.6
"1999M07","Totala näringslivet",99.2
"1999M08","Totala näringslivet",103.1
"1999M09","Totala näringslivet",104.8
"1999M10","Totala näringslivet",103.2
"1999M11","Totala näringslivet",105.9
"1999M12","Totala näringslivet",107.1
"2000M01","Totala näringslivet",107.3
"2000M02","Totala näringslivet",109.6
"2000M03","Totala näringslivet",112
"2000M04","Totala näringslivet",111.2
"2000M05","Totala näringslivet",110.2
"2000M06","Totala näringslivet",110.4
"2000M07","Totala näringslivet",111.4
"2000M08","Totala näringslivet",109.9
"2000M09","Totala näringslivet",107.8
"2000M10","Totala näringslivet",109.1
"2000M11","Totala näringslivet",107.7
"2000M12","Totala näringslivet",102.8
"2001M01","Totala näringslivet",100
"2001M02","Totala näringslivet",96
"2001M03","Totala näringslivet",93.4
"2001M04","Totala näringslivet",91.1
"2001M05","Totala näringslivet",88.9
"2001M06","Totala näringslivet",87.1
"2001M07","Totala näringslivet",85
"2001M08","Totala näringslivet",85.2
"2001M09","Totala näringslivet",86.3
"2001M10","Totala näringslivet",85.2
"2001M11","Totala näringslivet",86.4
"2001M12","Totala näringslivet",88.7
"2002M01","Totala näringslivet",89.5
"2002M02","Totala näringslivet",89.6
"2002M03","Totala näringslivet",92.7
"2002M04","Totala näringslivet",92.9
"2002M05","Totala näringslivet",92.2
"2002M06","Totala näringslivet",97.8
"2002M07","Totala näringslivet",93.5
"2002M08","Totala näringslivet",92.5
"2002M09","Totala näringslivet",94.1
"2002M10","Totala näringslivet",90.6
"2002M11","Totala näringslivet",90.7
"2002M12","Totala näringslivet",92.8
"2003M01","Totala näringslivet",91.5
"2003M02","Totala näringslivet",97.3
"2003M03","Totala näringslivet",95.7
"2003M04","Totala näringslivet",88.8
"2003M05","Totala näringslivet",90.4
"2003M06","Totala näringslivet",86.5
"2003M07","Totala näringslivet",84.3
"2003M08","Totala näringslivet",87.9
"2003M09","Totala näringslivet",88.1
"2003M10","Totala näringslivet",89.8
"2003M11","Totala näringslivet",90.5
"2003M12","Totala näringslivet",93.9
"2004M01","Totala näringslivet",92.8
"2004M02","Totala näringslivet",94.3
"2004M03","Totala näringslivet",95.4
"2004M04","Totala näringslivet",98.1
"2004M05","Totala näringslivet",100.3
"2004M06","Totala näringslivet",101.1
"2004M07","Totala näringslivet",101.5
"2004M08","Totala näringslivet",104.1
"2004M09","Totala näringslivet",106.9
"2004M10","Totala näringslivet",102.9
"2004M11","Totala näringslivet",103
"2004M12","Totala näringslivet",101
"2005M01","Totala näringslivet",103.6
"2005M02","Totala näringslivet",102.3
"2005M03","Totala näringslivet",101
"2005M04","Totala näringslivet",97.9
"2005M05","Totala näringslivet",97.6
"2005M06","Totala näringslivet",100.3
"2005M07","Totala näringslivet",98.7
"2005M08","Totala näringslivet",99.3
"2005M09","Totala näringslivet",101.8
"2005M10","Totala näringslivet",103.6
"2005M11","Totala näringslivet",104.4
"2005M12","Totala näringslivet",105.8
"2006M01","Totala näringslivet",108.3
"2006M02","Totala näringslivet",110.2
"2006M03","Totala näringslivet",107.9
"2006M04","Totala näringslivet",108.7
"2006M05","Totala näringslivet",107.7
"2006M06","Totala näringslivet",108.9
"2006M07","Totala näringslivet",106.9
"2006M08","Totala näringslivet",107.9
"2006M09","Totala näringslivet",108.8
"2006M10","Totala näringslivet",110.9
"2006M11","Totala näringslivet",113.1
"2006M12","Totala näringslivet",111.4
"2007M01","Totala näringslivet",111.6
"2007M02","Totala näringslivet",111.7
"2007M03","Totala näringslivet",111.6
"2007M04","Totala näringslivet",114.5
"2007M05","Totala näringslivet",113.1
"2007M06","Totala näringslivet",113.2
"2007M07","Totala näringslivet",113.4
"2007M08","Totala näringslivet",111.4
"2007M09","Totala näringslivet",108.5
"2007M10","Totala näringslivet",108.9
"2007M11","Totala näringslivet",108.1
"2007M12","Totala näringslivet",108.1
"2008M01","Totala näringslivet",104.4
"2008M02","Totala näringslivet",102.8
"2008M03","Totala näringslivet",105
"2008M04","Totala näringslivet",104.5
"2008M05","Totala näringslivet",98.4
"2008M06","Totala näringslivet",97.7
"2008M07","Totala näringslivet",93.9
"2008M08","Totala näringslivet",90.4
"2008M09","Totala näringslivet",91
"2008M10","Totala näringslivet",86.1
"2008M11","Totala näringslivet",75.8
"2008M12","Totala näringslivet",72.5
"2009M01","Totala näringslivet",73.2
"2009M02","Totala näringslivet",72.7
"2009M03","Totala näringslivet",69.5
"2009M04","Totala näringslivet",70.3
"2009M05","Totala näringslivet",74.6
"2009M06","Totala näringslivet",76.6
"2009M07","Totala näringslivet",82.4
"2009M08","Totala näringslivet",86.4
"2009M09","Totala näringslivet",88.4
"2009M10","Totala näringslivet",93.6
"2009M11","Totala näringslivet",96.5
"2009M12","Totala näringslivet",103
"2010M01","Totala näringslivet",103.9
"2010M02","Totala näringslivet",106.4
"2010M03","Totala näringslivet",105.2
"2010M04","Totala näringslivet",104.2
"2010M05","Totala näringslivet",110.6
"2010M06","Totala näringslivet",110.8
"2010M07","Totala näringslivet",112.3
"2010M08","Totala näringslivet",110.7
"2010M09","Totala näringslivet",114.7
"2010M10","Totala näringslivet",114.5
"2010M11","Totala näringslivet",118.1
"2010M12","Totala näringslivet",116.1
"2011M01","Totala näringslivet",116
"2011M02","Totala näringslivet",116.5
"2011M03","Totala näringslivet",112.7
"2011M04","Totala näringslivet",110.4
"2011M05","Totala näringslivet",109.9
"2011M06","Totala näringslivet",107.5
"2011M07","Totala näringslivet",103.3
"2011M08","Totala näringslivet",99.5
"2011M09","Totala näringslivet",97.2
"2011M10","Totala näringslivet",96
"2011M11","Totala näringslivet",96
"2011M12","Totala näringslivet",93.7
"2012M01","Totala näringslivet",90.7
"2012M02","Totala näringslivet",92.1
"2012M03","Totala näringslivet",99.9
"2012M04","Totala näringslivet",101.3
"2012M05","Totala näringslivet",97.8
"2012M06","Totala näringslivet",95.5
"2012M07","Totala näringslivet",93
"2012M08","Totala näringslivet",94.8
"2012M09","Totala näringslivet",95.3
"2012M10","Totala näringslivet",91.1
"2012M11","Totala näringslivet",85.9
"2012M12","Totala näringslivet",88.1
"2013M01","Totala näringslivet",87.8
"2013M02","Totala näringslivet",92.3
"2013M03","Totala näringslivet",94.9
"2013M04","Totala näringslivet",92.2
"2013M05","Totala näringslivet",93.2
"2013M06","Totala näringslivet",96.6
"2013M07","Totala näringslivet",98.3
"2013M08","Totala näringslivet",99
"2013M09","Totala näringslivet",101.8
"2013M10","Totala näringslivet",101.6
"2013M11","Totala näringslivet",104
"2013M12","Totala näringslivet",104.1
"2014M01","Totala näringslivet",106.1
"2014M02","Totala näringslivet",104.6
"2014M03","Totala näringslivet",104.4
"2014M04","Totala näringslivet",105.1
"2014M05","Totala näringslivet",104
"2014M06","Totala näringslivet",104.7
"2014M07","Totala näringslivet",104.1
"2014M08","Totala näringslivet",104.7
"2014M09","Totala näringslivet",102.9
"2014M10","Totala näringslivet",104.7
"2014M11","Totala näringslivet",103.3
"2014M12","Totala näringslivet",105
"2015M01","Totala näringslivet",105.2
"2015M02","Totala näringslivet",105.5
"2015M03","Totala näringslivet",104.6
"2015M04","Totala näringslivet",105.6
"2015M05","Totala näringslivet",107
"2015M06","Totala näringslivet",105.8
"2015M07","Totala näringslivet",106.5
"2015M08","Totala näringslivet",108
"2015M09","Totala näringslivet",109
"2015M10","Totala näringslivet",108.7
"2015M11","Totala näringslivet",109.1
"2015M12","Totala näringslivet",109
"2016M01","Totala näringslivet",110.2
"2016M02","Totala näringslivet",107.1
"2016M03","Totala näringslivet",106.7
"2016M04","Totala näringslivet",106.5
"2016M05","Totala näringslivet",105.4
"2016M06","Totala näringslivet",105
"2016M07","Totala näringslivet",106.2
"2016M08","Totala näringslivet",105.4
"2016M09","Totala näringslivet",106
"2016M10","Totala näringslivet",106
"2016M11","Totala näringslivet",107.1
"2016M12","Totala näringslivet",109.7
"2017M01","Totala näringslivet",108.2
"2017M02","Totala näringslivet",109
"2017M03","Totala näringslivet",108.7
"2017M04","Totala näringslivet",109.3
"2017M05","Totala näringslivet",109.9
"2017M06","Totala näringslivet",110.5
"2017M07","Totala näringslivet",110.7
"2017M08","Totala näringslivet",109.3
"2017M09","Totala näringslivet",109.3
"2017M10","Totala näringslivet",109.1
"2017M11","Totala näringslivet",108.9
"2017M12","Totala näringslivet",108.9
"2018M01","Totala näringslivet",108
"2018M02","Totala näringslivet",109.3
"2018M03","Totala näringslivet",108.5
"2018M04","Totala näringslivet",108.1
"2018M05","Totala näringslivet",108.3
"2018M06","Totala näringslivet",109.5
"2018M07","Totala näringslivet",108.3
"2018M08","Totala näringslivet",107.3
"2018M09","Totala näringslivet",108.7
"2018M10","Totala näringslivet",105.2
"2018M11","Totala näringslivet",103.6
"2018M12","Totala näringslivet",103.6
"2019M01","Totala näringslivet",101
"2019M02","Totala näringslivet",100.8
"2019M03","Totala näringslivet",103
"2019M04","Totala näringslivet",104.4
"2019M05","Totala näringslivet",103.8
"2019M06","Totala näringslivet",102.3
"2019M07","Totala näringslivet",99.5
"2019M08","Totala näringslivet",97.4
"2019M09","Totala näringslivet",94.9
"2019M10","Totala näringslivet",93.8
"2019M11","Totala näringslivet",96.5
"2019M12","Totala näringslivet",95.6
"2020M01","Totala näringslivet",98.3
"2020M02","Totala näringslivet",99.3
"2020M03","Totala näringslivet",93.5
"2020M04","Totala näringslivet",56.2
"2020M05","Totala näringslivet",59.2
"2020M06","Totala näringslivet",69.1
"2020M07","Totala näringslivet",80.8
"2020M08","Totala näringslivet",85.4
"2020M09","Totala näringslivet",92.6
"2020M10","Totala näringslivet",94.3
"2020M11","Totala näringslivet",94.7
"2020M12","Totala näringslivet",94
"2021M01","Totala näringslivet",98.8
"2021M02","Totala näringslivet",101.5
"2021M03","Totala näringslivet",101.4
"2021M04","Totala näringslivet",111
"2021M05","Totala näringslivet",113.9
"2021M06","Totala näringslivet",115.8
"2021M07","Totala näringslivet",119.8
"2021M08","Totala näringslivet",117.1
"2021M09","Totala näringslivet",118.4
"2021M10","Totala näringslivet",121.3
"2021M11","Totala näringslivet",120.9
"2021M12","Totala näringslivet",119
"2022M01","Totala näringslivet",113.4
"2022M02","Totala näringslivet",116
"2022M03","Totala näringslivet",115.2
"2022M04","Totala näringslivet",113.8
"2022M05","Totala näringslivet",112.7
"2022M06","Totala näringslivet",107.9
"2022M07","Totala näringslivet",105.6
"2022M08","Totala näringslivet",101.5
"2022M09","Totala näringslivet",97.5
"2022M10","Totala näringslivet",93
"2022M11","Totala näringslivet",91
"2022M12","Totala näringslivet",91.2
"2023M01","Totala näringslivet",89.8
"2023M02","Totala näringslivet",90.4
"2023M03","Totala näringslivet",91.1
"2023M04","Totala näringslivet",88
"2023M05","Totala näringslivet",89.3
"2023M06","Totala näringslivet",89.3
"2023M07","Totala näringslivet",89.5
"2023M08","Totala näringslivet",88
"2023M09","Totala näringslivet",87.5
"2023M10","Totala näringslivet",88.1
"2023M11","Totala näringslivet",87.3
"2023M12","Totala näringslivet",87.4
"2024M01","Totala näringslivet",92.2
"2024M02","Totala näringslivet",92
"2024M03","Totala näringslivet",94.1
"2024M04","Totala näringslivet",96.1
"2024M05","Totala näringslivet",94.4
"2024M06","Totala näringslivet",97
"2024M07","Totala näringslivet",95.3
"2024M08","Totala näringslivet",94.9
"2024M09","Totala näringslivet",96.4
"2024M10","Totala näringslivet",95.2
"2024M11","Totala näringslivet",98.8
"2024M12","Totala näringslivet",100.5
"2025M01","Totala näringslivet",100.6
"2025M02","Totala näringslivet",101.2
"2025M03","Totala näringslivet",99.1
"1996M01","Tillverkningsindustri (SNI 10-33)",NA
"1996M02","Tillverkningsindustri (SNI 10-33)",89.9
"1996M03","Tillverkningsindustri (SNI 10-33)",85.2
"1996M04","Tillverkningsindustri (SNI 10-33)",88.1
"1996M05","Tillverkningsindustri (SNI 10-33)",85.1
"1996M06","Tillverkningsindustri (SNI 10-33)",81.3
"1996M07","Tillverkningsindustri (SNI 10-33)",86.8
"1996M08","Tillverkningsindustri (SNI 10-33)",86.3
"1996M09","Tillverkningsindustri (SNI 10-33)",87.7
"1996M10","Tillverkningsindustri (SNI 10-33)",92.5
"1996M11","Tillverkningsindustri (SNI 10-33)",92.9
"1996M12","Tillverkningsindustri (SNI 10-33)",90.6
"1997M01","Tillverkningsindustri (SNI 10-33)",96.4
"1997M02","Tillverkningsindustri (SNI 10-33)",94.9
"1997M03","Tillverkningsindustri (SNI 10-33)",99
"1997M04","Tillverkningsindustri (SNI 10-33)",98.8
"1997M05","Tillverkningsindustri (SNI 10-33)",95.2
"1997M06","Tillverkningsindustri (SNI 10-33)",96.8
"1997M07","Tillverkningsindustri (SNI 10-33)",100.5
"1997M08","Tillverkningsindustri (SNI 10-33)",101.3
"1997M09","Tillverkningsindustri (SNI 10-33)",104.4
"1997M10","Tillverkningsindustri (SNI 10-33)",104.6
"1997M11","Tillverkningsindustri (SNI 10-33)",103.5
"1997M12","Tillverkningsindustri (SNI 10-33)",104.9
"1998M01","Tillverkningsindustri (SNI 10-33)",108.6
"1998M02","Tillverkningsindustri (SNI 10-33)",104.6
"1998M03","Tillverkningsindustri (SNI 10-33)",105
"1998M04","Tillverkningsindustri (SNI 10-33)",99.7
"1998M05","Tillverkningsindustri (SNI 10-33)",104.6
"1998M06","Tillverkningsindustri (SNI 10-33)",106.8
"1998M07","Tillverkningsindustri (SNI 10-33)",105.1
"1998M08","Tillverkningsindustri (SNI 10-33)",98.8
"1998M09","Tillverkningsindustri (SNI 10-33)",98.6
"1998M10","Tillverkningsindustri (SNI 10-33)",96.8
"1998M11","Tillverkningsindustri (SNI 10-33)",95
"1998M12","Tillverkningsindustri (SNI 10-33)",93
"1999M01","Tillverkningsindustri (SNI 10-33)",89.3
"1999M02","Tillverkningsindustri (SNI 10-33)",89.1
"1999M03","Tillverkningsindustri (SNI 10-33)",87.3
"1999M04","Tillverkningsindustri (SNI 10-33)",87.5
"1999M05","Tillverkningsindustri (SNI 10-33)",96.7
"1999M06","Tillverkningsindustri (SNI 10-33)",98
"1999M07","Tillverkningsindustri (SNI 10-33)",97.4
"1999M08","Tillverkningsindustri (SNI 10-33)",102
"1999M09","Tillverkningsindustri (SNI 10-33)",103.3
"1999M10","Tillverkningsindustri (SNI 10-33)",101.4
"1999M11","Tillverkningsindustri (SNI 10-33)",104.6
"1999M12","Tillverkningsindustri (SNI 10-33)",105.9
"2000M01","Tillverkningsindustri (SNI 10-33)",105.6
"2000M02","Tillverkningsindustri (SNI 10-33)",107.2
"2000M03","Tillverkningsindustri (SNI 10-33)",110.4
"2000M04","Tillverkningsindustri (SNI 10-33)",109.3
"2000M05","Tillverkningsindustri (SNI 10-33)",107.3
"2000M06","Tillverkningsindustri (SNI 10-33)",107.5
"2000M07","Tillverkningsindustri (SNI 10-33)",108.5
"2000M08","Tillverkningsindustri (SNI 10-33)",107.2
"2000M09","Tillverkningsindustri (SNI 10-33)",105.1
"2000M10","Tillverkningsindustri (SNI 10-33)",107.6
"2000M11","Tillverkningsindustri (SNI 10-33)",107.6
"2000M12","Tillverkningsindustri (SNI 10-33)",102
"2001M01","Tillverkningsindustri (SNI 10-33)",97.6
"2001M02","Tillverkningsindustri (SNI 10-33)",94
"2001M03","Tillverkningsindustri (SNI 10-33)",90.5
"2001M04","Tillverkningsindustri (SNI 10-33)",87.6
"2001M05","Tillverkningsindustri (SNI 10-33)",86.1
"2001M06","Tillverkningsindustri (SNI 10-33)",84.8
"2001M07","Tillverkningsindustri (SNI 10-33)",84.1
"2001M08","Tillverkningsindustri (SNI 10-33)",84.9
"2001M09","Tillverkningsindustri (SNI 10-33)",85.8
"2001M10","Tillverkningsindustri (SNI 10-33)",83.7
"2001M11","Tillverkningsindustri (SNI 10-33)",85
"2001M12","Tillverkningsindustri (SNI 10-33)",87.5
"2002M01","Tillverkningsindustri (SNI 10-33)",87.1
"2002M02","Tillverkningsindustri (SNI 10-33)",88.2
"2002M03","Tillverkningsindustri (SNI 10-33)",91.6
"2002M04","Tillverkningsindustri (SNI 10-33)",91.2
"2002M05","Tillverkningsindustri (SNI 10-33)",92
"2002M06","Tillverkningsindustri (SNI 10-33)",101.2
"2002M07","Tillverkningsindustri (SNI 10-33)",93.5
"2002M08","Tillverkningsindustri (SNI 10-33)",92.6
"2002M09","Tillverkningsindustri (SNI 10-33)",95.9
"2002M10","Tillverkningsindustri (SNI 10-33)",92.3
"2002M11","Tillverkningsindustri (SNI 10-33)",89.9
"2002M12","Tillverkningsindustri (SNI 10-33)",92.9
"2003M01","Tillverkningsindustri (SNI 10-33)",92.6
"2003M02","Tillverkningsindustri (SNI 10-33)",100.1
"2003M03","Tillverkningsindustri (SNI 10-33)",100.4
"2003M04","Tillverkningsindustri (SNI 10-33)",95.9
"2003M05","Tillverkningsindustri (SNI 10-33)",95.3
"2003M06","Tillverkningsindustri (SNI 10-33)",86.8
"2003M07","Tillverkningsindustri (SNI 10-33)",84.3
"2003M08","Tillverkningsindustri (SNI 10-33)",89.9
"2003M09","Tillverkningsindustri (SNI 10-33)",89.1
"2003M10","Tillverkningsindustri (SNI 10-33)",91.9
"2003M11","Tillverkningsindustri (SNI 10-33)",91.7
"2003M12","Tillverkningsindustri (SNI 10-33)",94.1
"2004M01","Tillverkningsindustri (SNI 10-33)",94.8
"2004M02","Tillverkningsindustri (SNI 10-33)",95.1
"2004M03","Tillverkningsindustri (SNI 10-33)",95.7
"2004M04","Tillverkningsindustri (SNI 10-33)",98.8
"2004M05","Tillverkningsindustri (SNI 10-33)",100.9
"2004M06","Tillverkningsindustri (SNI 10-33)",100.5
"2004M07","Tillverkningsindustri (SNI 10-33)",101.6
"2004M08","Tillverkningsindustri (SNI 10-33)",102.1
"2004M09","Tillverkningsindustri (SNI 10-33)",105.7
"2004M10","Tillverkningsindustri (SNI 10-33)",100.4
"2004M11","Tillverkningsindustri (SNI 10-33)",102.9
"2004M12","Tillverkningsindustri (SNI 10-33)",100.1
"2005M01","Tillverkningsindustri (SNI 10-33)",101.1
